age,workclass,education_num,marital_status,occupation,relationship,capital_gain,capital_loss,hours_per_week
31,State-gov,10,Never-married,Craft-repair,Not-in-family,0,0,40
30,Private,5,Married-civ-spouse,Handlers-cleaners,Other-relative,0,0,40
25,Private,13,Never-married,Craft-repair,Own-child,0,0,40
25,Private,9,Divorced,Other-service,Not-in-family,0,0,40
27,Private,9,Never-married,Exec-managerial,Not-in-family,0,0,37
62,Self-emp-inc,9,Married-civ-spouse,Exec-managerial,Husband,20051,0,72
49,Private,8,Married-civ-spouse,Machine-op-inspct,Husband,0,0,39
35,Private,9,Married-civ-spouse,Craft-repair,Husband,0,0,40
28,Private,9,Divorced,Transport-moving,Unmarried,0,0,20
28,Private,12,Never-married,Sales,Own-child,0,0,35
39,?,9,Married-civ-spouse,?,Husband,0,0,40
46,State-gov,14,Widowed,Protective-serv,Unmarried,0,0,40
60,Self-emp-not-inc,9,Married-civ-spouse,Craft-repair,Husband,0,0,42
46,Local-gov,10,Married-civ-spouse,Protective-serv,Husband,0,0,70
38,Private,7,Married-civ-spouse,Transport-moving,Husband,0,0,40
59,Private,10,Divorced,Prof-specialty,Not-in-family,0,0,48
58,Private,9,Divorced,Adm-clerical,Not-in-family,0,0,40
31,Local-gov,9,Married-civ-spouse,Transport-moving,Husband,0,0,40
47,Private,6,Married-civ-spouse,Machine-op-inspct,Husband,0,0,46
20,Private,10,Never-married,Other-service,Not-in-family,0,0,20
29,Private,9,Never-married,Handlers-cleaners,Own-child,0,0,40
28,Private,9,Never-married,Craft-repair,Own-child,0,0,70
45,Private,14,Divorced,Prof-specialty,Not-in-family,0,0,40
59,Private,9,Widowed,Machine-op-inspct,Not-in-family,0,0,40
35,Private,12,Married-civ-spouse,Exec-managerial,Husband,0,0,99
55,Private,13,Married-civ-spouse,Exec-managerial,Husband,0,0,50
47,Local-gov,13,Married-civ-spouse,Craft-repair,Husband,0,0,50
43,Private,9,Separated,Exec-managerial,Not-in-family,0,0,48
22,Private,10,Never-married,Adm-clerical,Own-child,0,0,40
51,Self-emp-inc,15,Married-civ-spouse,Prof-specialty,Husband,0,0,40
41,Private,11,Married-civ-spouse,Sales,Husband,4386,0,60
49,Self-emp-not-inc,10,Married-civ-spouse,Farming-fishing,Husband,0,0,60
46,Private,9,Never-married,Adm-clerical,Not-in-family,0,0,37
41,Private,10,Married-civ-spouse,Tech-support,Wife,0,0,40
44,Private,10,Married-civ-spouse,Transport-moving,Husband,0,1887,60
18,Private,6,Never-married,Other-service,Other-relative,0,0,15
51,Private,9,Married-civ-spouse,Craft-repair,Husband,0,0,40
46,State-gov,13,Married-civ-spouse,Prof-specialty,Husband,0,0,37
20,Private,10,Never-married,Adm-clerical,Own-child,0,0,15
64,State-gov,13,Married-civ-spouse,Craft-repair,Husband,0,0,45
31,Local-gov,12,Never-married,Adm-clerical,Own-child,0,0,40
33,State-gov,14,Married-civ-spouse,Prof-specialty,Husband,0,0,50
42,Private,15,Married-civ-spouse,Exec-managerial,Husband,15024,0,40
35,Private,11,Married-civ-spouse,Exec-managerial,Husband,7298,0,50
27,Private,13,Married-civ-spouse,Craft-repair,Other-relative,0,0,50
36,Federal-gov,13,Married-civ-spouse,Exec-managerial,Wife,0,0,40
48,Private,9,Married-civ-spouse,Prof-specialty,Wife,0,0,8
40,Private,14,Married-civ-spouse,Prof-specialty,Husband,0,0,60
31,Private,9,Married-civ-spouse,Prof-specialty,Husband,0,0,55
19,Self-emp-not-inc,10,Never-married,Other-service,Own-child,0,0,40
60,Private,13,Married-civ-spouse,Exec-managerial,Husband,0,0,50
64,Federal-gov,9,Married-civ-spouse,Adm-clerical,Husband,0,0,40
60,Self-emp-not-inc,13,Divorced,Prof-specialty,Not-in-family,0,0,30
37,Private,10,Divorced,Tech-support,Not-in-family,0,0,40
19,Private,10,Never-married,Adm-clerical,Own-child,0,0,40
41,State-gov,9,Divorced,Protective-serv,Not-in-family,0,0,40
38,Self-emp-not-inc,13,Married-civ-spouse,Craft-repair,Husband,0,0,35
51,Self-emp-inc,10,Married-civ-spouse,Exec-managerial,Husband,0,0,40
27,Private,15,Married-civ-spouse,Adm-clerical,Husband,0,0,40
23,Private,10,Never-married,Exec-managerial,Own-child,0,0,40
35,Private,12,Married-civ-spouse,Other-service,Wife,0,0,35
61,Private,3,Married-civ-spouse,Handlers-cleaners,Husband,3411,0,45
43,Private,10,Divorced,Craft-repair,Unmarried,0,0,42
45,Private,9,Never-married,Sales,Not-in-family,0,0,40
33,Private,10,Never-married,Adm-clerical,Not-in-family,6849,0,50
24,Private,9,Separated,Other-service,Unmarried,0,0,25
32,Self-emp-not-inc,9,Married-civ-spouse,Craft-repair,Husband,0,0,45
22,Private,10,Never-married,Transport-moving,Own-child,0,0,40
25,?,10,Never-married,?,Not-in-family,0,0,20
19,Private,9,Never-married,Machine-op-inspct,Own-child,0,0,40
28,Private,9,Never-married,Sales,Unmarried,0,0,70
61,?,9,Married-civ-spouse,?,Husband,0,0,6
40,Private,13,Married-civ-spouse,Prof-specialty,Husband,0,0,40
27,Private,9,Never-married,Sales,Not-in-family,0,0,40
45,Local-gov,9,Divorced,Adm-clerical,Unmarried,0,0,35
30,Private,7,Married-civ-spouse,Craft-repair,Husband,0,0,45
54,Local-gov,10,Widowed,Adm-clerical,Unmarried,0,0,40
56,Private,9,Divorced,Transport-moving,Not-in-family,0,0,30
31,Private,9,Divorced,Transport-moving,Not-in-family,0,0,55
26,Private,7,Married-civ-spouse,Exec-managerial,Husband,3411,0,40
31,Private,10,Married-civ-spouse,Craft-repair,Husband,0,0,45
49,Self-emp-inc,10,Married-civ-spouse,Craft-repair,Husband,0,0,56
27,Private,10,Divorced,Sales,Not-in-family,0,0,50
42,Private,10,Divorced,Craft-repair,Own-child,0,0,40
21,Private,9,Never-married,Other-service,Not-in-family,0,0,28
53,Self-emp-not-inc,9,Married-civ-spouse,Exec-managerial,Husband,0,0,35
33,Private,13,Never-married,Prof-specialty,Not-in-family,0,0,50
17,?,7,Never-married,?,Own-child,0,0,40
66,Self-emp-inc,13,Married-civ-spouse,Exec-managerial,Husband,10605,0,40
50,Private,13,Married-civ-spouse,Sales,Husband,99999,0,60
43,Private,10,Divorced,Tech-support,Unmarried,0,0,30
69,Private,10,Married-civ-spouse,Exec-managerial,Husband,20051,0,50
28,Private,12,Married-civ-spouse,Adm-clerical,Wife,0,0,35
31,Private,9,Married-civ-spouse,Adm-clerical,Husband,0,0,40
26,Private,10,Married-civ-spouse,Sales,Husband,0,0,50
22,Local-gov,13,Never-married,Prof-specialty,Own-child,0,0,35
42,Private,9,Separated,Adm-clerical,Unmarried,0,0,40
49,State-gov,13,Married-civ-spouse,Exec-managerial,Husband,0,0,45
30,Private,9,Married-civ-spouse,Handlers-cleaners,Husband,0,0,40
30,Private,9,Never-married,Other-service,Not-in-family,0,0,40
23,Private,3,Never-married,Priv-house-serv,Unmarried,0,0,12
21,Private,10,Never-married,Sales,Not-in-family,0,0,20
20,Private,9,Never-married,Sales,Unmarried,0,0,40
50,Private,10,Married-civ-spouse,Sales,Husband,0,0,45
41,Self-emp-not-inc,9,Married-civ-spouse,Machine-op-inspct,Husband,0,0,25
53,Local-gov,9,Married-civ-spouse,Other-service,Husband,0,2002,45
34,Private,9,Never-married,Craft-repair,Not-in-family,0,0,55
43,Local-gov,10,Never-married,Exec-managerial,Not-in-family,0,0,12
62,?,10,Married-civ-spouse,?,Husband,0,0,40
24,Private,10,Married-civ-spouse,Adm-clerical,Wife,0,0,40
53,Self-emp-not-inc,8,Married-civ-spouse,Craft-repair,Husband,0,0,45
19,Private,10,Never-married,Exec-managerial,Not-in-family,0,0,40
28,Private,13,Never-married,Adm-clerical,Own-child,0,0,40
28,Private,10,Never-married,Craft-repair,Not-in-family,0,0,43
38,Federal-gov,9,Married-civ-spouse,Adm-clerical,Husband,0,0,40
42,Self-emp-inc,9,Married-civ-spouse,Exec-managerial,Husband,0,0,40
23,Private,10,Never-married,Other-service,Own-child,0,0,30
49,Private,11,Married-civ-spouse,Machine-op-inspct,Wife,0,0,40
20,?,10,Never-married,?,Own-child,0,0,16
46,Local-gov,5,Separated,Other-service,Unmarried,0,0,40
38,State-gov,14,Divorced,Adm-clerical,Not-in-family,0,0,40
63,Self-emp-inc,9,Married-civ-spouse,Exec-managerial,Husband,0,0,40
36,Private,9,Divorced,Transport-moving,Not-in-family,0,0,40
43,Self-emp-not-inc,10,Married-civ-spouse,Farming-fishing,Husband,0,0,50
48,Private,4,Married-civ-spouse,Craft-repair,Husband,0,0,32
39,Self-emp-not-inc,15,Married-civ-spouse,Prof-specialty,Husband,0,1977,50
48,Private,9,Married-civ-spouse,Adm-clerical,Wife,0,0,40
45,Private,9,Married-civ-spouse,Sales,Husband,0,0,40
39,State-gov,7,Married-civ-spouse,Craft-repair,Husband,0,0,40
59,?,9,Married-civ-spouse,?,Husband,0,0,41
24,Private,13,Never-married,Prof-specialty,Not-in-family,0,0,40
55,Private,10,Separated,Exec-managerial,Unmarried,0,0,10
37,Private,10,Never-married,Exec-managerial,Not-in-family,0,0,40
29,Private,11,Never-married,Craft-repair,Other-relative,0,0,40
76,Self-emp-not-inc,9,Married-civ-spouse,Craft-repair,Husband,0,0,30
52,Self-emp-inc,15,Married-civ-spouse,Exec-managerial,Husband,0,0,40
44,Private,9,Married-civ-spouse,Farming-fishing,Husband,0,0,40
22,Private,9,Never-married,Other-service,Own-child,0,0,40
50,Private,14,Married-civ-spouse,Prof-specialty,Husband,7688,0,50
32,Local-gov,13,Separated,Prof-specialty,Not-in-family,0,0,50
36,Private,10,Separated,Exec-managerial,Not-in-family,0,0,60
43,Private,5,Never-married,Machine-op-inspct,Not-in-family,0,0,20
32,Private,9,Never-married,Craft-repair,Other-relative,0,0,50
27,Private,12,Married-civ-spouse,Exec-managerial,Husband,0,0,55
90,Private,9,Widowed,Transport-moving,Unmarried,0,0,99
41,Private,9,Never-married,Other-service,Own-child,0,0,40
44,Private,11,Married-civ-spouse,Adm-clerical,Other-relative,0,0,20
45,Private,10,Married-civ-spouse,Craft-repair,Husband,0,0,40
29,Private,9,Divorced,Other-service,Unmarried,0,0,99
43,Local-gov,9,Divorced,Exec-managerial,Unmarried,0,0,40
22,Private,10,Never-married,Sales,Not-in-family,0,0,20
34,Private,9,Separated,Adm-clerical,Unmarried,7443,0,35
43,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,0,0,40
54,Private,3,Married-civ-spouse,Transport-moving,Husband,0,0,40
40,Self-emp-inc,12,Married-civ-spouse,Craft-repair,Husband,0,2377,50
31,Local-gov,9,Divorced,Other-service,Unmarried,0,0,40
18,Private,6,Never-married,Sales,Own-child,0,0,35
25,Private,13,Never-married,Prof-specialty,Own-child,0,0,21
67,Self-emp-inc,14,Married-civ-spouse,Sales,Husband,0,0,48
65,Private,7,Widowed,Sales,Other-relative,0,0,20
50,Private,9,Married-civ-spouse,Exec-managerial,Husband,0,0,40
43,Self-emp-not-inc,4,Married-civ-spouse,Farming-fishing,Husband,4508,0,40
27,State-gov,9,Married-civ-spouse,Tech-support,Husband,0,0,40
22,Private,12,Never-married,Adm-clerical,Not-in-family,0,0,40
31,Private,10,Never-married,Other-service,Not-in-family,0,0,40
24,Private,12,Married-civ-spouse,Adm-clerical,Wife,0,0,40
36,?,10,Never-married,?,Unmarried,0,0,25
39,Private,9,Married-civ-spouse,Adm-clerical,Husband,0,0,40
20,Private,10,Never-married,Other-service,Own-child,0,0,40
33,State-gov,14,Married-civ-spouse,Prof-specialty,Husband,0,0,60
53,Private,9,Married-civ-spouse,Prof-specialty,Husband,0,0,42
61,Private,10,Married-civ-spouse,Tech-support,Husband,15024,0,18
34,Private,10,Married-civ-spouse,Exec-managerial,Husband,0,0,65
39,Private,13,Married-civ-spouse,Sales,Husband,0,0,40
44,Private,9,Divorced,Transport-moving,Unmarried,0,0,50
38,Private,9,Married-civ-spouse,Other-service,Husband,0,0,45
37,Private,7,Married-civ-spouse,Machine-op-inspct,Husband,3103,0,44
35,Private,10,Divorced,Sales,Unmarried,0,0,36
23,Private,13,Never-married,Sales,Own-child,0,0,60
53,?,13,Married-civ-spouse,?,Husband,0,0,30
44,Private,9,Divorced,Adm-clerical,Unmarried,0,0,40
24,Private,9,Married-civ-spouse,Machine-op-inspct,Wife,0,0,40
44,Private,9,Married-civ-spouse,Sales,Husband,0,0,60
38,Local-gov,10,Married-civ-spouse,Tech-support,Husband,0,0,40
71,Private,5,Widowed,Sales,Unmarried,0,0,13
43,Private,10,Divorced,Prof-specialty,Unmarried,0,0,38
45,Self-emp-not-inc,13,Never-married,Prof-specialty,Not-in-family,0,0,40
34,Private,10,Married-civ-spouse,Craft-repair,Husband,0,0,40
21,Private,9,Never-married,Sales,Own-child,0,0,40
31,Private,9,Married-civ-spouse,Adm-clerical,Husband,0,0,50
46,Private,2,Separated,Other-service,Not-in-family,0,0,40
40,Local-gov,9,Never-married,Other-service,Own-child,0,0,40
39,Private,13,Married-civ-spouse,Adm-clerical,Husband,0,0,40
42,Local-gov,13,Married-spouse-absent,Prof-specialty,Not-in-family,8614,0,45
29,Private,13,Never-married,Exec-managerial,Not-in-family,0,2258,45
24,Private,9,Never-married,Other-service,Other-relative,0,0,25
27,Private,9,Never-married,Craft-repair,Own-child,0,0,45
21,?,10,Never-married,?,Own-child,0,0,40
29,Local-gov,10,Never-married,Handlers-cleaners,Not-in-family,0,0,50
61,Local-gov,16,Married-civ-spouse,Exec-managerial,Husband,4064,0,40
19,Private,7,Never-married,Craft-repair,Not-in-family,0,0,56
24,Private,14,Never-married,Adm-clerical,Not-in-family,0,0,56
34,Private,13,Married-civ-spouse,Exec-managerial,Husband,0,0,65
34,Private,9,Never-married,Exec-managerial,Unmarried,0,0,35
23,Private,11,Never-married,Machine-op-inspct,Not-in-family,0,0,40
31,Self-emp-not-inc,10,Married-civ-spouse,Craft-repair,Husband,0,0,40
42,Private,4,Never-married,Handlers-cleaners,Not-in-family,0,2205,40
24,Private,9,Never-married,Other-service,Not-in-family,0,0,40
22,Private,9,Never-married,Adm-clerical,Own-child,0,0,40
57,Private,8,Married-civ-spouse,Transport-moving,Husband,7688,0,40
58,Private,11,Married-civ-spouse,Exec-managerial,Husband,0,0,40
58,Private,10,Divorced,Prof-specialty,Unmarried,0,0,40
47,Private,9,Married-civ-spouse,Other-service,Husband,0,0,34
50,Self-emp-inc,9,Divorced,Exec-managerial,Unmarried,0,0,40
31,Private,10,Married-civ-spouse,Adm-clerical,Husband,0,0,40
22,Private,9,Never-married,Sales,Unmarried,0,0,20
33,Private,13,Married-civ-spouse,Exec-managerial,Husband,0,0,50
33,Private,9,Married-civ-spouse,Other-service,Own-child,0,0,25
45,Private,13,Divorced,Adm-clerical,Unmarried,0,0,40
41,Private,13,Married-civ-spouse,Prof-specialty,Husband,0,0,40
21,Private,12,Never-married,Adm-clerical,Own-child,0,0,20
48,Local-gov,13,Divorced,Prof-specialty,Unmarried,0,0,60
20,Private,10,Never-married,Adm-clerical,Own-child,0,0,15
26,Private,10,Never-married,Adm-clerical,Other-relative,0,0,40
30,Local-gov,9,Married-civ-spouse,Craft-repair,Husband,0,0,40
32,Private,11,Never-married,Exec-managerial,Not-in-family,0,0,35
30,Self-emp-not-inc,15,Never-married,Prof-specialty,Own-child,0,0,40
19,Private,9,Never-married,Sales,Own-child,0,0,20
61,Self-emp-not-inc,13,Married-civ-spouse,Farming-fishing,Husband,0,0,20
51,Private,14,Divorced,Protective-serv,Unmarried,0,0,40
41,Private,10,Divorced,Craft-repair,Not-in-family,0,0,46
59,Local-gov,9,Separated,Protective-serv,Other-relative,0,2339,40
28,Private,7,Never-married,Transport-moving,Own-child,0,0,50
30,Private,13,Never-married,Exec-managerial,Own-child,0,0,40
28,Private,14,Divorced,Prof-specialty,Not-in-family,0,0,50
36,Private,9,Separated,Craft-repair,Own-child,0,0,40
44,Private,10,Married-civ-spouse,Exec-managerial,Husband,0,0,45
33,Private,9,Married-civ-spouse,Transport-moving,Husband,0,0,60
53,Private,7,Divorced,Other-service,Not-in-family,0,0,37
62,?,9,Married-civ-spouse,?,Husband,0,0,48
46,Private,15,Never-married,Exec-managerial,Not-in-family,0,0,50
20,Private,10,Never-married,Adm-clerical,Own-child,0,0,46
48,Private,9,Divorced,Other-service,Not-in-family,0,0,35
42,Private,11,Divorced,Tech-support,Not-in-family,0,0,30
31,Private,14,Married-civ-spouse,Exec-managerial,Husband,0,1977,48
47,Private,13,Married-civ-spouse,Craft-repair,Husband,15024,0,50
56,Self-emp-not-inc,7,Widowed,Other-service,Unmarried,0,0,65
33,Private,10,Divorced,Handlers-cleaners,Own-child,0,0,40
54,?,10,Married-civ-spouse,?,Husband,0,0,50
40,Private,10,Divorced,Transport-moving,Not-in-family,0,0,48
29,Private,10,Never-married,Exec-managerial,Not-in-family,0,0,45
21,Private,10,Never-married,Sales,Own-child,0,0,25
50,State-gov,13,Married-spouse-absent,Prof-specialty,Not-in-family,6849,0,40
20,Private,9,Never-married,Handlers-cleaners,Own-child,0,0,40
28,Private,10,Married-civ-spouse,Exec-managerial,Husband,0,0,40
25,Private,9,Never-married,Adm-clerical,Not-in-family,0,0,40
55,Private,7,Never-married,Machine-op-inspct,Not-in-family,0,0,40
22,Private,9,Never-married,Sales,Own-child,0,0,40
70,Private,9,Married-civ-spouse,Handlers-cleaners,Husband,0,2174,40
42,Local-gov,14,Married-civ-spouse,Prof-specialty,Husband,0,0,55
37,Private,13,Married-civ-spouse,Exec-managerial,Husband,0,1977,50
39,Private,9,Divorced,Adm-clerical,Unmarried,0,0,40
41,Private,16,Divorced,Sales,Unmarried,0,0,50
71,Private,9,Married-civ-spouse,Protective-serv,Husband,6767,0,20
44,Private,10,Married-civ-spouse,Sales,Husband,0,0,48
37,Private,9,Married-civ-spouse,Craft-repair,Husband,0,1628,40
24,Private,13,Never-married,Adm-clerical,Not-in-family,0,0,45
55,?,9,Divorced,?,Not-in-family,0,0,20
39,Private,13,Married-civ-spouse,Exec-managerial,Husband,0,0,60
25,Private,13,Married-civ-spouse,Prof-specialty,Husband,0,0,40
55,Private,9,Divorced,Machine-op-inspct,Not-in-family,0,0,40
20,Private,9,Never-married,Other-service,Own-child,0,0,30
41,Federal-gov,10,Married-civ-spouse,Transport-moving,Wife,7298,0,40
25,Private,6,Married-civ-spouse,Craft-repair,Husband,0,0,45
56,Self-emp-not-inc,14,Married-civ-spouse,Craft-repair,Husband,0,0,50
19,Private,10,Never-married,Sales,Own-child,0,0,20
65,?,13,Married-civ-spouse,?,Husband,5556,0,48
34,Private,10,Married-civ-spouse,Machine-op-inspct,Husband,0,0,40
53,Self-emp-inc,11,Married-civ-spouse,Exec-managerial,Husband,0,0,40
26,Local-gov,13,Never-married,Protective-serv,Not-in-family,0,0,40
54,Private,7,Divorced,Adm-clerical,Not-in-family,0,0,40
29,State-gov,13,Married-civ-spouse,Prof-specialty,Husband,0,0,50
56,State-gov,10,Divorced,Adm-clerical,Not-in-family,0,0,35
19,Private,10,Never-married,Craft-repair,Not-in-family,0,0,45
21,Private,6,Never-married,Adm-clerical,Not-in-family,0,0,39
17,Private,7,Never-married,Priv-house-serv,Own-child,0,0,12
23,Private,11,Never-married,Adm-clerical,Own-child,0,0,36
49,Private,15,Married-civ-spouse,Prof-specialty,Husband,0,0,48
73,Self-emp-not-inc,4,Married-civ-spouse,Farming-fishing,Husband,6418,0,99
19,Private,9,Never-married,Sales,Own-child,0,0,50
34,Private,9,Married-civ-spouse,Sales,Husband,0,0,60
58,Private,12,Married-civ-spouse,Craft-repair,Husband,0,0,40
40,Private,12,Never-married,Adm-clerical,Not-in-family,0,0,40
35,Self-emp-inc,12,Married-civ-spouse,Sales,Husband,0,1887,45
27,Private,10,Never-married,Sales,Not-in-family,0,0,40
20,Private,10,Never-married,Other-service,Other-relative,4416,0,25
40,Private,9,Married-civ-spouse,Craft-repair,Husband,0,0,40
27,State-gov,10,Never-married,Protective-serv,Not-in-family,0,0,40
43,Private,9,Married-civ-spouse,Exec-managerial,Husband,0,0,45
41,Private,7,Divorced,Priv-house-serv,Unmarried,0,0,25
73,Private,13,Married-civ-spouse,Prof-specialty,Husband,0,2246,40
44,Private,13,Married-civ-spouse,Exec-managerial,Husband,0,1902,50
33,Private,9,Never-married,Transport-moving,Other-relative,0,0,40
33,Private,9,Married-civ-spouse,Transport-moving,Husband,0,0,55
24,Private,8,Married-civ-spouse,Craft-repair,Husband,0,0,40
48,Private,10,Divorced,Adm-clerical,Not-in-family,0,1590,38
30,Local-gov,13,Never-married,Exec-managerial,Own-child,0,0,40
57,Private,9,Never-married,Sales,Unmarried,0,0,40
20,Private,10,Never-married,Prof-specialty,Own-child,0,0,48
30,Private,13,Married-civ-spouse,Adm-clerical,Husband,7298,0,40
24,Private,13,Never-married,Prof-specialty,Own-child,0,0,40
30,Private,7,Married-spouse-absent,Handlers-cleaners,Unmarried,0,0,40
28,Local-gov,10,Married-civ-spouse,Protective-serv,Husband,0,0,40
50,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,0,0,58
44,Private,10,Divorced,Adm-clerical,Not-in-family,0,0,40
56,Private,10,Married-civ-spouse,Exec-managerial,Husband,0,0,40
33,?,11,Divorced,?,Not-in-family,0,0,40
55,Self-emp-not-inc,10,Married-civ-spouse,Farming-fishing,Husband,0,0,99
38,Private,10,Never-married,Sales,Unmarried,0,0,40
27,Private,10,Married-civ-spouse,Craft-repair,Husband,2829,0,70
51,Private,9,Married-civ-spouse,Prof-specialty,Husband,0,0,40
41,State-gov,13,Married-civ-spouse,Exec-managerial,Husband,0,0,40
31,Private,10,Married-civ-spouse,Transport-moving,Husband,5178,0,40
24,Private,10,Married-spouse-absent,Sales,Unmarried,0,0,30
21,Private,12,Never-married,Adm-clerical,Own-child,0,0,8
19,Private,10,Never-married,Other-service,Own-child,0,0,12
59,Federal-gov,10,Married-civ-spouse,Craft-repair,Husband,0,0,36
32,Private,10,Married-civ-spouse,Craft-repair,Husband,0,0,36
33,Private,10,Never-married,Prof-specialty,Not-in-family,0,0,52
41,Private,10,Married-civ-spouse,Farming-fishing,Husband,0,0,16
36,?,14,Married-civ-spouse,?,Husband,0,0,50
35,Self-emp-inc,9,Married-civ-spouse,Exec-managerial,Husband,0,0,50
22,Private,6,Never-married,Craft-repair,Own-child,0,0,15
25,Private,11,Married-civ-spouse,Craft-repair,Husband,0,0,45
47,?,6,Married-civ-spouse,?,Wife,0,0,20
52,Local-gov,5,Married-civ-spouse,Other-service,Wife,0,0,40
39,Private,15,Married-civ-spouse,Craft-repair,Husband,7688,0,40
51,Local-gov,15,Widowed,Prof-specialty,Not-in-family,0,0,40
70,Private,13,Married-civ-spouse,Handlers-cleaners,Husband,6418,0,40
35,State-gov,10,Divorced,Adm-clerical,Unmarried,0,0,15
42,Private,12,Widowed,Tech-support,Unmarried,0,0,24
57,Private,13,Married-civ-spouse,Exec-managerial,Wife,0,0,40
38,Private,10,Married-civ-spouse,Sales,Husband,0,0,60
30,Private,10,Never-married,Craft-repair,Unmarried,0,0,40
22,Private,10,Never-married,Handlers-cleaners,Own-child,0,0,50
57,Self-emp-inc,9,Married-civ-spouse,Exec-managerial,Husband,0,0,40
34,Private,9,Divorced,Machine-op-inspct,Not-in-family,0,0,30
49,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,0,0,40
51,Private,14,Married-civ-spouse,Sales,Husband,0,0,40
31,Private,7,Married-civ-spouse,Craft-repair,Husband,0,0,40
62,Local-gov,9,Widowed,Adm-clerical,Not-in-family,0,0,38
90,Local-gov,14,Married-civ-spouse,Exec-managerial,Husband,20051,0,60
31,Federal-gov,9,Never-married,Handlers-cleaners,Own-child,0,0,40
41,Local-gov,11,Divorced,Adm-clerical,Unmarried,0,0,44
51,Private,9,Never-married,Exec-managerial,Other-relative,0,0,40
36,Private,9,Married-civ-spouse,Craft-repair,Husband,0,0,40
31,Local-gov,14,Never-married,Prof-specialty,Not-in-family,0,0,43
31,Private,10,Never-married,Other-service,Not-in-family,0,0,30
27,Private,1,Married-civ-spouse,Farming-fishing,Other-relative,41310,0,24
42,Self-emp-not-inc,9,Married-civ-spouse,Sales,Husband,0,0,60
34,Private,10,Divorced,Other-service,Not-in-family,0,0,34
46,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,4386,0,40
27,Private,9,Never-married,Transport-moving,Own-child,0,0,40
46,Private,10,Married-civ-spouse,Tech-support,Husband,0,0,40
23,Private,10,Never-married,Machine-op-inspct,Not-in-family,0,0,40
70,Private,10,Never-married,Tech-support,Other-relative,0,0,40
61,Self-emp-not-inc,12,Married-spouse-absent,Exec-managerial,Not-in-family,0,0,90
40,Private,10,Married-civ-spouse,Handlers-cleaners,Husband,0,0,40
35,Private,10,Never-married,Sales,Not-in-family,0,0,40
18,Private,9,Never-married,Adm-clerical,Own-child,0,0,40
46,Private,9,Divorced,Machine-op-inspct,Unmarried,0,0,38
19,State-gov,9,Never-married,Adm-clerical,Not-in-family,0,0,20
64,?,9,Married-civ-spouse,?,Husband,0,0,5
24,?,13,Never-married,?,Not-in-family,0,0,25
22,?,7,Separated,?,Unmarried,0,0,40
51,Private,9,Married-civ-spouse,Adm-clerical,Wife,0,0,40
30,Private,13,Never-married,Exec-managerial,Not-in-family,0,0,40
28,State-gov,9,Married-civ-spouse,Protective-serv,Husband,0,0,40
38,Self-emp-inc,15,Married-civ-spouse,Prof-specialty,Husband,0,0,45
50,Federal-gov,10,Divorced,Exec-managerial,Unmarried,0,0,40
72,Private,13,Married-civ-spouse,Protective-serv,Husband,0,0,17
22,?,10,Never-married,?,Not-in-family,0,0,12
37,Private,11,Married-civ-spouse,Adm-clerical,Husband,0,0,40
38,Private,9,Widowed,Other-service,Unmarried,0,0,20
59,Self-emp-not-inc,9,Married-civ-spouse,Farming-fishing,Husband,0,0,40
27,Local-gov,9,Never-married,Prof-specialty,Own-child,0,0,40
33,Federal-gov,10,Married-civ-spouse,Exec-managerial,Wife,0,0,40
53,Private,9,Married-civ-spouse,Craft-repair,Husband,0,0,40
43,Private,10,Divorced,Other-service,Not-in-family,0,0,30
43,Federal-gov,13,Married-civ-spouse,Prof-specialty,Husband,0,0,40
25,Private,13,Never-married,Prof-specialty,Own-child,0,0,70
40,Private,10,Divorced,Handlers-cleaners,Not-in-family,0,0,40
20,?,10,Never-married,?,Own-child,0,0,20
53,Private,13,Married-civ-spouse,Handlers-cleaners,Husband,0,0,55
45,Private,9,Separated,Craft-repair,Unmarried,0,0,40
29,Private,9,Divorced,Machine-op-inspct,Not-in-family,0,0,44
32,Federal-gov,15,Married-civ-spouse,Prof-specialty,Husband,15024,0,50
29,Private,9,Never-married,Exec-managerial,Not-in-family,0,0,45
33,Private,13,Never-married,Handlers-cleaners,Not-in-family,0,2001,40
34,Private,13,Married-civ-spouse,Exec-managerial,Husband,0,0,40
41,Local-gov,13,Divorced,Prof-specialty,Not-in-family,0,0,20
32,Federal-gov,13,Married-civ-spouse,Prof-specialty,Husband,0,0,56
56,Private,9,Married-civ-spouse,Craft-repair,Husband,0,0,40
25,Private,10,Never-married,Machine-op-inspct,Not-in-family,0,0,25
19,Private,9,Never-married,Handlers-cleaners,Own-child,0,0,16
35,Private,13,Widowed,Prof-specialty,Unmarried,0,0,32
42,Private,9,Married-civ-spouse,Handlers-cleaners,Husband,0,0,40
64,Private,9,Never-married,Adm-clerical,Not-in-family,0,0,25
50,Private,9,Divorced,Sales,Unmarried,0,0,65
38,Private,9,Never-married,Other-service,Unmarried,0,1408,40
51,Self-emp-not-inc,9,Divorced,Sales,Not-in-family,0,0,40
55,Self-emp-inc,13,Married-civ-spouse,Exec-managerial,Husband,0,2415,50
29,Private,11,Married-civ-spouse,Adm-clerical,Husband,0,0,40
